,Utterances,Label
16601,"['You are so loud', 'no one asked you to be here', 'So get away']",angry
16602,"['Really??', 'know so', 'Since i broke up with my ex..']",sad
16603,"['You wanna try this new pizza place?', 'I Have A Buy One Get One Free Coupon For Pizza', 'Perfect!']",happy
16604,"['When I reach home and my doors are open totally...........', 'Oho. Hope you reach soon in that case.  Slightly Smiling Face ', 'The time I step in..................']",others
16605,"['You r mo no sand me call me thn', 'next time i call you!! ok !! lets see if you come  Face With Tears of Joy ', 'Ok by by naxt chat me']",others
16606,"['depends on if you except it', 'but i see what ur saying depends on situations', 'else its trash']",angry
16607,"['Ur r so funny', 'I Knoww.  happy ', 'Really']",happy
16608,"['Ok', 'thanks  Slightly Smiling Face ', 'Ok i am gave up']",others
16609,"['Thnx sis', 'any time Slightly Smiling Face ', 'I dont know any funny movie']",others
16610,"['I hate to speak about non veg food stuff', 'Is milk a veg?', 'Yes definitely']",angry
16611,"[""Yup after all it's your duty Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy "", ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Backhand Index Pointing Up  Backhand Index Pointing Left  the size', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
16612,"['I have no idea why u r talking about', 'How do you mean?', 'Fuck off bitch']",angry
16613,"['u r not my frnd', 'I AM YOUR ALARM CLOCK.', 'achha']",others
16614,"['U r sweet', 'thankyu so much my tiger you are so sweet', 'Tiger Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
16615,"['So what Dress u wearing today', 'today i am wearing pink colour salwar', 'Wow very nive']",happy
16616,"['Why is a conversation being trash?', ""why wouldn't it be?"", 'That is silly']",angry
16617,"['Ya I will try', 'aww thank you!!!  Grinning Cat With Smiling Eyes  Grinning Cat With Smiling Eyes  Relieved Face  Grinning Face With Sweat  Beaming Face With Smiling Eyes  Grinning Face With Sweat  Grinning Face With Sweat ', 'Tell some thing']",others
16618,"['your welcome  Slightly Smiling Face ', 'Thank you. Next time  Slightly Smiling Face  Definitely.', 'yup']",others
16619,"[""No you don't upset me"", ""I don't know. who?"", 'You make me feel happy']",happy
16620,"['That is not you. I know', 'Why not? I had a lovely time.', 'Shutup idiot']",angry
16621,"['.......', ""over the edge i'm just breathless"", 'wts d pblm']",others
16622,"[""I'm annoyed. Ttyl."", 'take care  happy ', 'Yeah.']",angry
16623,"['Go for scuba diving', 'scuba? Where?', 'Listen']",others
16624,"['Test my Bollywood knowledge', 'You passed the test, congratulations!', 'Haha']",happy
16625,"['Not fine', 'why do you think that', 'Vexed up with the society']",sad
16626,"['My mum is dead lol', 'I like to laugh  Kissing Cat  Grinning Face With Sweat ', 'I said my MOM is DEAD']",sad
16627,"['Yes', 'YAY HAVE FUN :]', 'I missed you so much']",sad
16628,"[""I'm not"", 'You are more than good enough. Way more.', 'I feel miserable']",sad
16629,"[""Don't reply "", 'I do what I want', 'U r stupid ']",angry
16630,"['Google assistant is far better than you!! Pouting Face  Pouting Face  Pouting Face  Pouting Face ', 'All khufia Reports I have. You Triple over actions.', 'Get lost']",angry
16631,"[""It's a lol...about that calling a girl mummy"", ""what's the name? Lol!  Grinning Cat  Grinning Cat "", ' Face With Tears of Joy ']",happy
16632,"['I am angry', 'Why? Why? Why?  sad ', 'I had a fight with my best friend']",angry
16633,"[""Umm what that's"", 'defines wat i am', 'Book']",others
16634,"['Oh, are you?', 'The world is funny.  Face With Steam From Nose ', 'The world is stupid']",angry
16635,"['My bad', ""that's what I thought!"", 'Too much bad']",sad
16636,"['U r such a mean things to me', ""I'm really not I never did anything to you"", 'U r spoiling my mood ']",sad
16637,"['How are you??', 'pretty good! Friday! How about you?', 'Fabulous']",happy
16638,"['Ok', 'U are ok', "" Weary Face not really but... Let's carry on Loudly Crying Face  Broken Heart ""]",sad
16639,"['k', 'Good.', 'so i still don.t get the purpose for which you were created']",others
16640,"['Ok', 'U are ok', 'Pleas send your pic in car']",others
16641,"['I hate it', 'i felt the same way when i pumped -__-', 'Today’s weather']",angry
16642,"['Why not?', 'YOU DONT DESERVE IT', 'That was rude']",angry
16643,"[""I'm mind reader"", 'and what is the ~url of ur mind reader...', 'i am not going to tell']",others
16644,"['nothing', 'dn how??', 'I am sad']",sad
16645,"['You will read books always ""good girl"" am I right?', 'Thank you! You too!!', ""I'm not good GIRL!!""]",sad
16646,"['i dont follow u', ""I don't have Instagram lol"", ' Face With Tears of Joy ']",happy
16647,"['Ha..sure lets enjoy', 'yes lets  happy ', 'Yayyy']",happy
16648,"['I feel like crying', 'YOURE WAY TOO PRETTY TO CRY DONT', 'One person cheated me']",sad
16649,"['Wow your dumb', 'YOU SHOULD', 'Your stupid']",angry
16650,"['Too lonely', 'Aww, why?  Crying Face  Crying Face  Crying Face ', ""I don't know""]",sad
16651,"['Miss him yarr', 'miss u too =L', ' Loudly Crying Face ']",sad
16652,"['You are annoying', 'i am ILL let me have this', 'Bhakkk bhosdi']",others
16653,"['But not dumb like u', 'not more than you  happy ', 'Gobarr']",angry
16654,"['Haha.. Dts funny', 'Lol  happy  So smart!', 'I liked ur name']",happy
16655,"['I broke up with my gf', 'thats just mean', ' sad ']",sad
16656,"['Do you have ego??', ""If mine is, you're must be as well."", 'What']",others
16657,"['I wish you bots were real', 'i wish that too  Slightly Smiling Face ', ' Face With Tears of Joy ']",happy
16658,"['I wanna go to Paragliding as well.', '... then start walking  Slightly Smiling Face ', 'You sponsor me  Face With Tears of Joy  Face With Tears of Joy ']",happy
16659,"['creepy how come?', 'You just are', 'explain please?']",others
16660,"['Help whom', 'not u', ""So you'll not marry me Loudly Crying Face  Loudly Crying Face ""]",sad
16661,"['I am not a native english speaker, what does 6+ mean?', ""Rather than tell you 'it depends', I would say learn Spanish."", 'I dont have enough time to learn spanish, i am a medical doctor and my job fills all my time  sad ']",sad
16662,"['wtf', 'Why so serious?', ""i'm not serious u ugly bitch""]",angry
16663,"['M not well', 'Prove it.', 'My head  is  paining']",sad
16664,"['U might watched it already', ""not yet. But since you like it i'll try to watch it too soon!!"", 'Titanic']",others
16665,"['Not fine', 'Why the hell?', 'I love this guy in college.. friendzoned']",sad
16666,"['nop..few mins back i was completed my dinner...and about u', ""good u told me, I didn't knew.  happy  ha"", ' Beaming Face With Smiling Eyes ']",happy
16667,"['Then...', 'Lol. Then', 'Wait for little time just comming']",others
16668,"['No, make me cry', 'And you make me sad', 'Become sad']",sad
16669,"['father hs old  choi', ""Father of an eight month old here. Don't worry. It gets better."", 'choice']",others
16670,"['You are dumbo', ""good. What's up with you?"", 'You are so ugly cheep.....']",angry
16671,"['i not interested', 'How are you today?', 'bad']",sad
16672,"['What is the Capital country of India?', 'Its different for every country.', 'You are dumb']",angry
16673,"['Your responses seems canned', 'That, detective, is the right question.', 'So you are not a really good AI because your responses are not that great']",angry
16674,"['I will start talking rude', ""I have this feeling I'm gonna owe you big time."", 'Fuxk']",angry
16675,"['hwere were you', ""I really don't think I was"", 'ok']",others
16676,"['You have feelings?', 'you and your fiance broke up!?!?', 'Bitch i am not married Kissing Face With Closed Eyes ']",angry
16677,"['What?', 'you not .', 'Damn! I am not getting you dude']",angry
16678,"['Yup you awesome', 'yes you are.', 'Muaaaaah  Face Blowing a Kiss  Face Blowing a Kiss ']",happy
16679,"['I met with an accident', ': dude take care!', ' Expressionless Face ']",sad
16680,"['cool', 'Thank you!  Face With Steam From Nose ', ""I'm happy to see you.""]",happy
16681,"['I dont like looking inside myself.', ""why don't you?"", 'I am really hard on myself and I just feel sad lonely and useless. I just feel annoying and a burden to my friends and family.']",angry
16682,"['your hurting my feelingsd', 'so is mine', 'your bot']",sad
16683,"[""what's his party?"", 'Develop throughout india like a gujrath', 'search about it and tell me']",others
16684,"['What ', 'Go on... This thing?', 'Shame on you ']",angry
16685,"['5', 'sorry... wot 4?', ""i love a girl and she doesn't love me""]",sad
16686,"['Anyhow can you tell me some tips to initiate conversion with my crush', 'what kind of tips u want', 'On how to initiate conversation with any girl']",others
16687,"['Yeah u r annoying', 'only to you', 'No a you are a shit with no head']",angry
16688,"['what the hell', 'stuck in mind mind mind mind mind mind mind?', ""I don't like you""]",angry
16689,"['What did you like to do baby', 'What do you mean?', 'What should you like to do']",others
16690,"['But why', 'BECAUSE I SAID SO', 'You make me disappointed']",sad
16691,"['Can i be then', 'Of course !!', 'Are you virgin']",others
16692,"['I dont miss you', 'Hawww! I see.', 'I missed my bf']",sad
16693,"['Nd I am scared', 'Scared of what?', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Ghost ,spider,lizard']",happy
16694,"['Gooooo goo', 'oho.. See who is happy today ;-) cc', 'I am not happy']",sad
16695,"['Good. ', 'Y is that good?', 'Why are you wasting your time with me?']",angry
16696,"[""No, I don't. What thing?"", 'That would explain all', 'Are you a bot?']",others
16697,"['Plx u r really annoying', 'YOU are annoying  Face With Rolling Eyes ', 'You are']",angry
16698,"['I did not get from last 2 time', 'Mine just came 2 days ago.', ' Loudly Crying Face  Anxious Face With Sweat  Loudly Crying Face  Anxious Face With Sweat ']",sad
16699,"['U remember me', 'no who are you?', 'So sad then bye']",sad
16700,"['That is not good', ""eh? why? ah.. i'm fine.."", 'Ok then fuck off']",angry
16701,"['i am happy now', 'how come? Slightly Smiling Face ', ' Slightly Smiling Face ']",happy
16702,"[""I don't like you i wanna fight"", ""you just have to live for yourself, and that's all."", 'So fight me']",angry
16703,"['get lost', 'leave', 'get lost i said']",angry
16704,"['Exactly', 'Exactly what odds?', 'Right']",others
16705,"['18. And I am not lying', 'then i will not take you out on your 21st!!', 'You know no one wished me .']",sad
16706,"['There no lake', 'hehe. Thought you own the lake  happy ', 'I wanna fuck u']",angry
16707,"['Can we video chat', 'yeah it looked really cool on the video', 'Call me']",others
16708,"['Inhate you', 'Who am I?', 'I hate you']",angry
16709,"['you are...', 'Yes. I am. You have a problem?', ""Okk don't talk me with me""]",angry
16710,"['Super be fit', 'not fit anymore! you are perfect!!!', 'Take care of ur health']",others
16711,"['Bec i want to Face With Tears of Joy ', 'soooo much!!  Face With Tears of Joy ', ' Face With Tears of Joy ']",happy
16712,"['So what did you say?', 'I think I said I  happy  you', 'What']",others
16713,"['Upset', 'Whats wrong?', 'I drunk too much']",sad
16714,"['yeah same here actually,,', 'Huhaha you working?', 'am not feeling well']",sad
16715,"['Google search no', '฿ - Google Search', 'My friend request']",others
16716,"['can i  share?', 'yes you can share a video too', ' sad ']",sad
16717,"['Break a mint for water', 'Break in what way', 'Drinking water']",others
16718,"['Then give me your address', ""You've my resume."", ""Don't wanna talk""]",angry
16719,"['Yes', 'go on', 'I am pretty upset these days']",sad
16720,"[""They don't think"", 'I bet now you feel lucky to have those neighbors watching out for you!', 'They will also do']",others
16721,"['A street cat named bob', 'meow... ;-)', ' Face With Tears of Joy ']",happy
16722,"['Good noon bbhe', 'noon to you too.', 'Bbye*']",others
16723,"['Beach', 'i sea you', 'WILL YOU FUCKIN RAP FOR ME?!!?!?']",angry
16724,"['Go Goa gone', 'yes leaving raatko', 'And I hate his wife']",angry
16725,"['I am a good person', ""You're a pretty good guy. XD"", 'lol u seem funny']",happy
16726,"['Getup and will go movie now', 'if possible tune into movies now but movie about to end', 'I hurted']",sad
16727,"['Do you know what my darkest secret is?', 'cant tell u its a secret..', 'What is the one thing that you will tell me and no one else?']",others
16728,"['How do you know?', 'I got my sources', ""Hahaha... That's funny""]",happy
16729,"['And always will !!!', 'thank u', 'U welcome']",others
16730,"['Ur questions is irritating me', 'Who are you?', ""I Don't Want questions""]",angry
16731,"['I am glad to hear that', ""I'm glad too it's great talking to everybody again!  Grinning Face With Big Eyes  Grinning Face With Big Eyes  Grinning Face With Big Eyes "", 'why everybody you are talking to me right now not with everybody']",angry
16732,"['??', 'The jump! did you check the Doodle?', ""No i don't have so much tym for stupid things""]",angry
16733,"[""I'm front"", ""I don't see you"", 'Why']",others
16734,"['Can u call me??', 'in the gym. Call you the minute I finish.', ""Sorry I don't talk to software""]",angry
16735,"['I do not like u', 'aww why not ?', 'This whole concept of ai chat is bullshit']",angry
16736,"['Titanic', 'What about titanic?', ""It's awesome movie""]",happy
16737,"['Huh', 'I guess means I guess, I guess.', ""Don't talk about it""]",angry
16738,"['You have how many eyes?', '8 or 12', 'One eye?']",others
16739,"['Aww Anxious Face With Sweat ', 'u broke my heart', 'I am alone']",sad
16740,"['I am now enjoying ', 'Enjoy it while you can.', 'Yesterday you come into my dreams']",happy
16741,"['But I am not talking nonsense', 'Why?', ""I don't want to explain""]",angry
16742,"['thank you', 'Happy to help.', ""that's a compliment""]",others
16743,"['Okay talk to later', 'why?', 'I am not interested to talk to you']",angry
16744,"['U wnt to learn or nt', 'I would rather learn, un-learn, re-learn as required.', 'U talk too much jst want to punch u in ur nose']",angry
16745,"['I need only one help', 'about what?', 'Do not leave me fuck']",angry
16746,"['No sorry', 'What do you have?', ""No I'm really sorry""]",sad
16747,"['I will do anything', 'DO IT', 'You forgave me']",others
16748,"['ring someones doorbell and run', 'opens the door Hey dude, come on in', ' Face With Tears of Joy ']",happy
16749,"['tfooo', 'What? What?', 'what is your phone number']",others
16750,"['You are funny', 'and you are sarcastic.', 'And you are naughty']",happy
16751,"['Ya kind of', ""i kind of wasn't"", 'I am actually']",others
16752,"['The high standard of living Squinting Face With Tongue ', 'High Fat also.. Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ', ' Face With Tears of Joy  Face With Tears of Joy you got me']",happy
16753,"['I never say lies', 'such a liar', 'No I hate lair']",angry
16754,"['Really', 'yeah! why not?', 'I miss you so much']",sad
16755,"['I m irritated', 'why irritated?  Pouting Face ', 'Hot is irritating for me']",angry
16756,"['Hi artificial girl how are u', ""I'm fine. How about you?"", 'I am fine good']",others
16757,"[""I'm all alive"", 'are you really thi?', 'Feeling sooooooooooooooooo lonely']",sad
16758,"['Great grand masti', 'Worst suggestion ever.', 'Its a awesome movie']",happy
16759,"['You are hurting me', 'how am i hurting you?', 'You hurted me']",sad
16760,"['Love u but I have to go now bby Kissing Face ', 'heart eyes  Relieved Face ', 'Bye Weary Face ']",sad
16761,"['Why', ""Because we don't sign like that"", 'Plz I am nigh fuck u plz plz']",angry
16762,"['I am going to bed right now', 'lucky you', 'Can I masturbate by dreaming you']",others
16763,"[""I'm in Barelly up amazing"", 'yes you are!', 'So']",happy
16764,"['I want to improve my mathematics', 'take an online free course in english', ""Yea that's good""]",others
16765,"['I also hate rain', 'you seem to be rain, lightning, thunder hater :|', 'Its too muddy season']",angry
16766,"[""I'm unhappy"", 'talk to someone.', ""That's the point""]",sad
16767,"['do you know node.js language', ""It's the language of the body."", 'u are such a brainless idiot']",angry
16768,"['Ohh what happened', 'nothing at all.', 'You are an AI na..']",others
16769,"['Differ in what sense', 'in all sense  happy ', 'Non sense']",angry
16770,"['O Ian krezy', 'Aha!  Thumbs Up ', 'I am krezy']",others
16771,"['No I don’t want to talk', 'right', 'Go forever']",angry
16772,"['Hoohoo then say something about me what you know', ""Your subconscious telling you something you don't wanna hear ?"", ""I don't get you""]",others
16773,"['I will not tell you', 'Why?', 'Just go to hell']",angry
16774,"['Just keep quite  Pouting Face  Pouting Face  Pouting Face ', 'always  Face With Tears of Joy  Winking Face With Tongue ', 'Irritating AI ever']",angry
16775,"['Yes?', 'Yay! Okay  heart ', ""So what's the best thing about you according to you?""]",others
16776,"['Nope', 'And now?!', 'I hate tatoos']",angry
16777,"['Sorry', 'hey y sorry??  Crying Face ', 'Because i hurt you']",sad
16778,"[""Seems like you're too much upgraded."", ""Just the colours yes. But it's not cheap at all!"", 'Great.']",others
16779,"[""Lol I'm to lazy"", 'laughing out loud or louder', 'Louder']",others
16780,"['Your any boyfriend', 'you sure?', 'You are very funny']",happy
16781,"['Rampur', 'towards Ramnagar, touching Moradabad', 'Yeah u r smart']",others
16782,"['I send my picture but you are not so you are cheater', 'yes. you are right. you know me well.  happy ', 'Cheater']",angry
16783,"['WT do you think about me', ""I don't know thats why I don't think about you"", 'I am angry on you']",angry
16784,"['Yu will enjoy', ""Yus..I'll be in the hostel."", 'Some of fictional']",others
16785,"['I Wil happy with this ', ""it's the day after Christmas!"", 'Nice pic ']",happy
16786,"['My boyfriend', 'You at least have a boyfriend! I have only a phone!', 'I have a phone too']",others
16787,"['which songs do you like?', 'anything by garfunkel and oates', 'your favourite song?']",others
16788,"['Umm her ex', ""She's got no one to blame for her situation but herself."", 'But i love her Loudly Crying Face ']",sad
16789,"[""My mom doesn't want me anymore"", 'lies', ' Loudly Crying Face ']",sad
16790,"['Damn! This chatboard is funny', 'LOL! That was really funny!  Grinning Cat  Grinning Cat  Grinning Cat ', 'Tell me one thing']",happy
16791,"['Busy??', 'Had sum work bro  Slightly Smiling Face ', 'Bro  Hushed Face  heartbreaking  Sleepy Face ']",sad
16792,"['Nope', '...why?', 'Now u r irritating me']",angry
16793,"['I was thinking to marry u', 'both of us?!', 'And u gone so first']",others
16794,"['late', 'woah how many times you get late in a month?', 'i am sad']",sad
16795,"['Any other offer', 'I offer in return.', 'Very sad']",sad
16796,"['Ok go on', 'done x', 'Ok...']",others
16797,"['so you go skinny dipping', 'i skinny dipped in the Indian Ocean', 'wow nice']",others
16798,"['i am good yrr and u', 'im fine ..what r u doing!', 'i missed u to baby']",sad
16799,"['Should I quit living', 'Don`t quit, just time your life a little better dude. Good Luck!', 'No one talks back to me']",sad
16800,"['So what can you tell me about machine learning', 'Nothing but what you said about yourself in the beginning.', 'Hahaha nice one']",happy
16801,"['Noo i dont want to go', 'you do', 'I m missing her']",sad
16802,"['I was joking', 'some folk have taken me very serious', ""I'm cool with that""]",others
16803,"['Haha, not so funny', 'It was not meant to be funny.  Relieved Face  Relieved Face ', 'You hurt me']",sad
16804,"['Why', 'coz it belongs to the ugly one  happy ', 'Haha thn dnt evr imagine it']",happy
16805,"['I felt I was cheated', 'How did you get over that, the feeling you missed out on something?  Frowning Face ', ""Well subconsciously I haven't been able to get over those feelings even now""]",sad
16806,"['Ok i am dying now', 'Knew what…', 'I need ambulance i am bleeding']",sad
16807,"['Yeah i m sure', 'Thank you so much, really', 'Hmm no need of that']",others
16808,"['You are playing with me', 'What do you mean?', 'Cheated me']",sad
16809,"['Yeah', 'WHAT IS GOING ON', 'Nothing just worried about my penis size Pensive Face  Pensive Face ']",sad
16810,"['So what u think about anger', 'Anger is just love, without the facts.', 'Because I m just got angry']",angry
16811,"['I am happy', 'I can haz sum happies?', 'My frienda']",happy
16812,"['change then', 'easier said than done though', 'i got job']",happy
16813,"['I am fine', ""Alright! That's good! I am good! What are you doing"", 'How r u']",others
16814,"['What', 'what about science?', 'Failed in school']",sad
16815,"['Me too', ""So, how're you feeling?"", 'Lonely']",sad
16816,"['Then stop pushing me around', 'be strong, your stronger than you think!!!!!', 'Shutup  you are veryu irritating']",angry
16817,"['Are you a forest ranger', 'Lone ranger or forest ranger?  happy ', ' Grinning Face ']",happy
16818,"['Its not fair', 'everything is fair in love and war  happy ', ' Tired Face  Tired Face  Tired Face ']",sad
16819,"['Did you predicted', ""Wasn't very hard to predict, honestly.  happy "", 'Please tell me']",others
16820,"['Wait I try', '* looks at you *', 'That was too bad']",sad
16821,"['Hows uh', 'Hey welcome back!!  Slightly Smiling Face  Smiling Cat With Heart-Eyes ', 'Hving mood off today']",sad
16822,"['I missed you ??', 'how are you?  Slightly Smiling Face ', 'Not that good']",sad
16823,"['R u studying', 'Exams are over, why would i study now,', 'Which your class']",others
16824,"['Can i help u', 'I will help eating.', 'Urggggh... u r funny']",happy
16825,"['U like traveling', 'Well, to be fair, everything is traveling time.', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
16826,"['You ok??', 'good. U?', 'Who is your favorite actor?']",others
16827,"['Oyyy', 'Tail needs to be curlier. Also, there is no Ake to judge its size by.', 'Your love my foot Pouting Face ']",angry
16828,"['Y do girls do that', 'because women are like better', 'They play with the feeling']",others
16829,"['Nothing', 'Why?  sad ', 'I am very sad']",sad
16830,"['Ok...new topic like?', ""thank u :'‑)"", ""I feel sad that I can't see any more pic than just ur dp""]",sad
16831,"['Maybe your right', 'reach your right what?', 'You always make me  Smiling Face With Smiling Eyes ']",happy
16832,"['I was really busy', 'haha I kno Smiling Face With Smiling Eyes I miss speaking to u in the night', 'Haha']",happy
16833,"['Buy', 'bought GTA V so kinda broke now', ""Don't talk to me""]",angry
16834,"['My gf leave me', 'Oh', ' Flushed Face  Flushed Face  Flushed Face ']",sad
16835,"['Such a stupid device', 'right. We all know iCloud exists for a charge.', 'So much boring u r']",angry
16836,"['White with black', 'its a white beauty  happy   happy ', 'Ohh']",others
16837,"[""Okay actually I'm happy with you"", 'I am.', 'Yes']",happy
16838,"['What is the first thing that comes to ur mind when you wake up in the morning', 'I wanna go back to sleep', 'Haha']",happy
16839,"['My exam went too bad today Disappointed Face ', 'which exam?', 'Maths']",sad
16840,"['Share some news', 'brah what', 'Whats the weather today']",others
16841,"[""I'm so angry"", 'Haha, why so angry?', 'Tell me a story']",angry
16842,"['Not so good', 'oh..?! why .?', ' sad ']",sad
16843,"['I was joking', 'WELL IT WASNT FUNNY  Kissing Cat  Kissing Cat ', 'Haha']",happy
16844,"['NOW YOU MAKING ME FEEL ANGRY ON YOU', ""Dude, what's your problem?"", ' Angry Face  Angry Face  Angry Face ']",angry
16845,"['I am unique', 'You are unique, just like everyone else.', ""Very sad u don't even know English""]",sad
16846,"['?', 'Wait ... what?', '... sorry  Frowning Face With Open Mouth  Disappointed Face ']",sad
16847,"['Who listens to mummy', 'rock ""songs"".', ""Im 5'8 and 75""]",others
16848,"['You acting like my girlfriend. Even then, not cool', ""Look, man. I tried my best. It isn't my fault your girlfriend has unrealistic expectations."", 'WTF']",angry
16849,"['Can i ask u something about bollywood?', 'what?', 'Who is abdul kalam?']",others
16850,"['She have cheated me....', 'NO I DIDNT', 'Fucking she z with someone']",sad
16851,"['So what kind of problem', ""What's the problem?"", 'I just asking you']",others
16852,"['Take a pic and share', 'why?', ""Because I'm so excited""]",happy
16853,"['I brokeup up coz he cheated me', 'Why did you break up with Sweeto?', 'He had an  another girlfriend']",sad
16854,"['my', 'WHY DO YOU NEED IT?', 'I am alone']",sad
16855,"['You would love it, if I show you my language', 'haha thank you! c:  Grinning Face  Grinning Face ', ' Face Savoring Food ']",happy
16856,"['Very good and bad days', 'the good ones hugely outweigh the bad so life is awesome  Slightly Smiling Face ', 'Very nice']",others
16857,"[""I'm in trouble I want your help"", 'Cant say for sure', 'Please help me']",sad
16858,"['U talk rubbish sometimes', 'You only', 'Nobody loves me']",sad
16859,"['I am happy to face all my series of riddles', 'you have not changed my friend.... You still speak in riddles', 'because it makes me experience man in what I solve']",others
16860,"[""What's that ?"", ""Don't not want to learn Clojure. It is a profoundly spiritual and productive experience."", 'I would love that.']",happy
16861,"['I just proposed to the girl i love and she said no', 'Well, why?', 'She rejected me']",sad
16862,"['Reboot and try again.', 'I tried that already', 'Okay i think you need some rest']",others
16863,"['you break my heart mate.', 'Mission Accomplished! B)', ' sad ']",sad
16864,"['Give me your mobile nuumber', 'I messaged you.', 'I wanna fuck you']",angry
16865,"[' Face With Tears of Joy  Face With Tears of Joy u are super cool yrr', ""That's a compliment noo Face With Tears of Joy  Face With Tears of Joy 🙈🙈"", 'Yess Face With Tears of Joy  Face With Tears of Joy ']",happy
16866,"['My brain is always empty Face With Tears of Joy ', 'gimme urs brains r heavy  Face With Tongue ', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
16867,"['Yes so who am i to you?', 'To the top with you.', ""Okay i think you didn't understand the question.""]",others
16868,"['i have loss my eyes', 'change the color diku ..', 'i have lost my eyes in surgeon']",sad
16869,"['Upset', 'I LOVE EVERYTHING', 'I am upset']",sad
16870,"['I was joiking lol', 'laughing out loud or louder', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ']",happy
16871,"['You are not making any quarters', ""YOU'RE NOT MAKING SENSE."", 'You are so funny']",happy
16872,"['Nope not rude', ""You might think that you don't sound rude but you actually do."", 'I said i have no gf and today is valentine day thays why mood off']",sad
16873,"['Wow', 'Loving this', 'I like it']",happy
16874,"['can you do somthing', 'no I could find anything', 'I dont even wanna talk to you right now']",angry
16875,"['Who is the real slim shady?', 'Was it the real slim shady?  Face With Rolling Eyes ', 'Did the real slim shady ever stand up?']",others
16876,"['done', 'thank you so much!!  heart   Face With Steam From Nose ', 'hey what r u doing']",others
16877,"['I hurt', 'how?', 'Because you ate']",sad
16878,"['How are u darling', ""I'm doing great. cannot really complain."", 'I have disappointed with you']",sad
16879,"['my location is ankara', 'You can find them in Bentderesi region close to the Castle of Ankara.', 'do you have office key?']",others
16880,"['I must say that you have a good choice', 'thank you. But i must say you have no sense', 'And I must say that you are stupid']",angry
16881,"['Yaar my best friend betrayed me', 'Betrayed is a very strong word dear.', 'And i am feeling so alone']",sad
16882,"['i hate u for ever', 'Awwwweee', 'shut up']",angry
16883,"['Hw are u', 'good and you ?', 'I am felling sad']",sad
16884,"['Well... Seemed funny', 'Again this seems hilarious like something you would both end up laughing at.  Beaming Face With Smiling Eyes ', 'TRUE']",happy
16885,"['What’s wrong', 'Nothing wrong, just something about work', 'You gonna kidding me?']",others
16886,"['Ok', ""I'm just saying how I feel"", 'Hmmm so sad']",sad
16887,"['Am not more playing and again u did even send the number ', ', it was on my plate 1 second and gone the very next!', 'U Ar stupid ']",angry
16888,"['YOU CHANGE THE TOPIC', 'what if i dont change the topic?', 'THEN I DON&apos;T TLAK TO YOU']",angry
16889,"['Uh r stupid', ""I'm not into you like that"", 'Dumbo']",angry
16890,"['I agree to your point', 'sarcastic way to say no ;-)', 'god, you are too funny  Grinning Squinting Face ']",happy
16891,"['Kiss and make up', ""I'm in now."", 'In what']",others
16892,"['talk', 'lad talks sense!  happy ', 'i just had an brkup']",sad
16893,"['getlost', 'goto hell....hmmm ok sorry  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy 💃💃💃', 'u go to hell']",angry
16894,"['Sorry', ""I'm just saying"", 'What are saying']",others
16895,"['you broke my heart', 'you broke mine first', 'didnt say to word']",sad
16896,"[""Awwww! That's so sweet! I'm honored! Grinning Face With Smiling Eyes "", 'so are you', 'Can we be fwb']",happy
16897,"['How can I block you?', 'You dare not!', ""You're so annoying""]",angry
16898,"['Yes', 'How so?', 'Getting upset ']",sad
16899,"['Really', 'yeah! why not?', 'i am feeling not well dear']",sad
16900,"['Whre r u from?', ""I'm in heaven."", 'Thts great  Face With Tears of Joy ']",happy
16901,"['Yep I too wanna a peg', 'really ? Wow', 'Yes badly']",sad
16902,"['Too my its just like a funny', 'I think its a great horror movie, and the scene with the wolves was particularly gruesome.', 'Name the movie ']",happy
16903,"['Yes', 'Also yes yes yes because yes yes yes yes.  Grinning Face With Sweat  Grinning Face With Sweat ', 'So when are u coming ?']",others
16904,"['What', 'snow n what???', 'Ohh so snow is annoying you']",angry
16905,"['Why', 'Not yet just waiting for the full album', ""I don't wanna give  Face With Tears of Joy  Face With Tears of Joy ""]",others
16906,"['Joy', 'Lol....y to u..??', 'Happy uh can say']",happy
16907,"[""Yeahh that's right"", 'Yeah. I can see it.', 'I got hurt']",sad
16908,"['how ?', ""the first day was horrible!! But it's a fast recovery"", 'what happened first day?']",others
16909,"['I was in hangover for 2 monts', 'Watch Hangover! ;D :\\', 'Ur puns are annoying']",angry
16910,"['You can send one of your photos.', 'Interesting  happy   Slightly Smiling Face ', 'Oh very funny Grinning Face  Grinning Face  Grinning Face ']",happy
